X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
-1173.24,281.335,2.90624,166.516,1206.5
-205.709,10.95,3.08841,176.953,206
-210.9,6.50169,3.11077,178.234,211
-505.062,13.7782,3.11432,178.438,505.25
-342.573,-17.1096,3.1915,182.859,343
-329.558,-24.9413,3.21713,184.328,330.5
0,0,3.2174,184.344,0
-323.933,-31.9037,3.23976,185.625,325.5
0,0,3.23976,185.625,0
-338.675,-52.6936,3.29594,188.844,342.75
-336.442,-61.4063,3.32212,190.344,342
-334.682,-67.9007,3.34176,191.469,341.5
-331.743,-77.8277,3.37203,193.203,340.75
-329.124,-85.3078,3.39521,194.531,340
-328.486,-89.6508,3.40803,195.266,340.5
-325.698,-100.158,3.43993,197.094,340.75
-323.639,-106.621,3.45984,198.234,340.75
-323.063,-112.225,3.47593,199.156,342
-321.586,-121.436,3.50265,200.688,343.75
-317.898,-128.135,3.52474,201.953,342.75
-314.707,-137.041,3.55229,203.531,343.25
-313.976,-142.983,3.56892,204.484,345
-312.065,-152.309,3.59565,206.016,347.25
-309.47,-159.707,3.61801,207.297,348.25
-307.154,-166.228,3.63764,208.422,349.25
-304.336,-175.375,3.66437,209.953,351.25
-302.531,-181.89,3.68291,211.016,353
-300.661,-190.161,3.70555,212.312,355.75
-300.018,-196.699,3.72191,213.25,358.75
-296.93,-207.067,3.75055,214.891,362
-337.055,-301.161,3.87081,221.781,452
-276.719,-629.351,4.29814,246.266,687.5
-258.913,-627.969,4.32132,247.594,679.25
-241.373,-624.207,4.34341,248.859,669.25
-224.123,-618.388,4.36468,250.078,657.75
-208.046,-618.971,4.38814,251.422,653
-190.98,-619.218,4.41322,252.859,648
-174.551,-613.138,4.43504,254.109,637.5
-160.502,-614.381,4.45686,255.359,635
-145.375,-609.914,4.4784,256.594,627
-130.257,-608.719,4.50158,257.922,622.5
-114.346,-608.601,4.52667,259.359,619.25
-99.2748,-606.428,4.55012,260.703,614.5
-86.0742,-602.887,4.57058,261.875,609
-72.4085,-601.91,4.59267,263.141,606.25
-58.8697,-599.366,4.61448,264.391,602.25
-45.1577,-598.8,4.63712,265.688,600.5
-31.3254,-597.68,4.66003,267,598.5
-15.8126,-597.541,4.68593,268.484,597.75
-3.68015,-612.989,4.70639,269.656,613
22.6323,-592.568,4.75056,272.188,593
37.638,-589.049,4.7762,273.656,590.25
51.2809,-588.018,4.79938,274.984,590.25
63.323,-587.095,4.81983,276.156,590.5
75.5721,-585.14,4.84083,277.359,590
88.506,-584.588,4.86265,278.609,591.25
101.512,-582.217,4.88501,279.891,591
114.1,-581.919,4.90601,281.094,593
129.309,-581.035,4.93137,282.547,595.25
141.58,-579.969,4.95182,283.719,597
154.743,-578.149,4.97391,284.984,598.5
169.449,-576.096,4.99846,286.391,600.5
183.042,-575.072,5.02054,287.656,603.5
201.05,-594.948,5.03827,288.672,628
176.212,-434.099,5.09799,292.094,468.5
185.101,-426.026,5.12226,293.484,464.5
0,0,5.14735,294.922,0
283.11,-567.837,5.1749,296.5,634.5
312.689,-565.566,5.21744,298.938,646.25
329.758,-563.331,5.24198,300.344,652.75
344.348,-559.53,5.26407,301.609,657
361.728,-560.692,5.28534,302.828,667.25
377.63,-558.879,5.30661,304.047,674.5
396.469,-561.972,5.32679,305.203,687.75
421.996,-571.603,5.34834,306.438,710.5
450.416,-555.293,5.39388,309.047,715
468.448,-553.664,5.41461,310.234,725.25
488.753,-550.622,5.43833,311.594,736.25
512.266,-553.263,5.45933,312.797,754
144.764,-90.0758,5.72658,328.109,170.5
0,0,6.13455,351.484,0
781.505,-98.9911,6.15719,352.781,787.75
772.676,-81.8548,6.17764,353.953,777
769.899,-63.3435,6.2011,355.297,772.5
766.593,-46.4712,6.22264,356.531,768
771.257,-27.5687,6.24746,357.953,771.75
766.682,-10.2496,6.26982,359.234,766.75
X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
764.245,2.70941,0.0035452,0.203125,764.25
762.53,18.3029,0.0239983,1.375,762.75
760.163,35.6821,0.0469057,2.6875,761
756.139,53.0816,0.0700858,4.01562,758
0,0,0.136899,7.84375,0
1878.19,262.917,0.139081,7.96875,1896.5
1840.42,301.792,0.162534,9.3125,1865
0,0,0.203985,11.6875,0
0,0,0.226347,12.9688,0
1732.66,404.498,0.229347,13.1406,1779.25
1706.35,438.315,0.251436,14.4062,1761.75
1692.74,476.404,0.274344,15.7188,1758.5
1688.92,514.34,0.295615,16.9375,1765.5
1694.42,558.222,0.31825,18.2344,1784
1701.14,603.449,0.340884,19.5312,1805
0,0,0.382881,21.9375,0
0,0,0.405243,23.2188,0
3528.89,1682.01,0.444786,25.4844,3909.25
1727.76,884.495,0.473147,27.1094,1941
1619.04,877.924,0.496873,28.4688,1841.75
539.033,361.447,0.590684,33.8438,649
509.133,357.741,0.612501,35.0938,622.25
494.97,365.006,0.635408,36.4062,615
474.392,369.803,0.662134,37.9375,601.5
464.299,377.662,0.682859,39.125,598.5
451.977,385.811,0.706585,40.4844,594.25
441.778,392.573,0.726493,41.625,591
408.515,381.571,0.751309,43.0469,559
354.339,352.411,0.78267,44.8438,499.75
337.632,352.694,0.807214,46.25,488.25
322.283,352.674,0.830394,47.5781,477.75
80.9745,121.187,0.981747,56.25,145.75
73.5752,116.751,1.00847,57.7812,138
70.2906,119.628,1.03956,59.5625,138.75
69.024,121.227,1.0532,60.3438,139.5
67.2466,124.5,1.07556,61.625,141.5
0,0,1.09847,62.9375,0
62.9971,128.097,1.11374,63.8125,142.75
62.9194,130.082,1.12028,64.1875,144.5
58.4901,134.317,1.1601,66.4688,146.5
58.9019,137.407,1.16582,66.7969,149.5
54.3242,154.476,1.23264,70.625,163.75
50.814,155.666,1.25527,71.9219,163.75
47.5373,157.482,1.27763,73.2031,164.5
43.6697,157.301,1.3,74.4844,163.25
36.5933,159.096,1.34472,77.0469,163.25
0,0,1.36681,78.3125,0
32.9762,159.629,1.36708,78.3281,163
29.4888,160.819,1.38944,79.6094,163.5
22.4735,163.462,1.43417,82.1719,165
14.4535,184.936,1.4928,85.5312,185.5
10.4211,186.209,1.51489,86.7969,186.5
6.30381,189.395,1.53752,88.0938,189.5
2.12188,194.488,1.55989,89.375,194.5
-2.20794,197.488,1.58198,90.6406,197.5
0,0,1.59043,91.125,0
-6.71546,200.137,1.60434,91.9219,200.25
0,0,1.61279,92.4062,0
-11.4264,204.181,1.6267,93.2031,204.5
-16.1845,206.366,1.64906,94.4844,207
-17.1546,212.057,1.65152,94.625,212.75
0,0,1.65752,94.9688,0
0,0,1.67988,96.25,0
-33.1213,232.907,1.71206,98.0938,235.25
0,0,1.76933,101.375,0
-52.304,256.726,1.77178,101.516,262
-58.3037,257.994,1.79305,102.734,264.5
-86.9788,311.328,1.84323,105.609,323.25
0,0,1.9035,109.062,0
-664.384,1909.2,1.90568,109.188,2021.5
-717.397,1918.77,1.92859,110.5,2048.5
-757.749,1897.82,1.95068,111.766,2043.5
-805.546,1894.88,1.97277,113.031,2059
-862.639,1909.43,1.99513,114.312,2095.25
-909.762,1899.36,2.01749,115.594,2106
-958.995,1894.9,2.03931,116.844,2123.75
-1382.12,2466.39,2.08158,119.266,2827.25
-1452.05,2460.49,2.10394,120.547,2857
-1586.02,2433.54,2.14839,123.094,2904.75
-1618.3,2365.69,2.17075,124.375,2866.25
-3787.51,4853.26,2.23347,127.969,6156.25
-4453.89,4773.62,2.32156,133.016,6528.75
-4606.55,4718.46,2.34419,134.312,6594.25
-4686.96,4593.34,2.36628,135.578,6562.5
-4745.27,4446.88,2.38864,136.859,6503.25
-4915.47,4401.71,2.41128,138.156,6598.25
-5132.2,4397.87,2.4331,139.406,6758.75
-5316.51,4351.05,2.45573,140.703,6870
-5455.79,3703.85,2.54518,145.828,6594.25
-2295.21,997.249,2.73171,156.516,2502.5
-1102.18,435.901,2.76498,158.422,1185.25
-1095.23,404.393,2.78789,159.734,1167.5
-1123.9,388.023,2.80916,160.953,1189
-1180.69,379.721,2.83043,162.172,1240.25
-1235.52,367.447,2.85252,163.438,1289
-1205.89,329.121,2.87515,164.734,1250
-1178.99,292.592,2.89833,166.062,1214.75
-1177.89,263.495,2.92152,167.391,1207
-177.875,14.9273,3.05787,175.203,178.5
-172.677,10.5618,3.0805,176.5,173
-196.602,7.61766,3.10287,177.781,196.75
-396.95,6.28015,3.12577,179.094,397
-329.572,-21.1491,3.20568,183.672,330.25
-327.266,-28.4513,3.22831,184.969,328.5
-312.335,-34.6365,3.25204,186.328,314.25
-338.922,-52.732,3.29594,188.844,343
-336.723,-59.8459,3.31749,190.078,342
-335.244,-65.0689,3.3333,190.984,341.5
-332.592,-74.1137,3.36085,192.562,340.75
-330.035,-81.7126,3.3843,193.906,340
-328.559,-89.382,3.40721,195.219,340.5
-326.478,-96.7063,3.42957,196.5,340.5
-325.119,-102.021,3.44566,197.422,340.75
-323.703,-109.586,3.46802,198.703,341.75
-320.607,-116.888,3.4912,200.031,341.25
-318.626,-126.313,3.51902,201.625,342.75
-316.51,-132.824,3.53892,202.766,343.25
-313.875,-141.389,3.56483,204.25,344.25
-311.78,-148.293,3.58556,205.438,345.25
-311.356,-153.754,3.60028,206.281,347.25
-309.215,-161.824,3.62374,207.625,349
-306.247,-171.505,3.6521,209.25,351
-304.767,-177.622,3.66928,210.234,352.75
-301.907,-185.801,3.69328,211.609,354.5
-300.777,-193.697,3.71373,212.781,357.75
-298.042,-202.809,3.73909,214.234,360.5
0,0,3.78163,216.672,0
-313.461,-531.152,4.17924,239.453,616.75
-293.119,-643.649,4.28505,245.516,707.25
-267.704,-627.806,4.30932,246.906,682.5
-250.58,-624.611,4.33087,248.141,673
-232.293,-622.842,4.35541,249.547,664.75
-216.527,-620.03,4.37641,250.75,656.75
-198.549,-617.358,4.40123,252.172,648.5
-181.676,-613.933,4.42468,253.516,640.25
-166.473,-615.898,4.4484,254.875,638
-150.818,-612.711,4.47104,256.172,631
-136.769,-611.389,4.49231,257.391,626.5
-120.812,-607.351,4.51604,258.75,619.25
-107.864,-604.959,4.53594,259.891,614.5
-91.5338,-602.335,4.56158,261.359,609.25
-77.6263,-601.008,4.58394,262.641,606
-63.7343,-601.634,4.60685,263.953,605
-51.6738,-600.029,4.62648,265.078,602.25
-36.3048,-598.901,4.65184,266.531,600
-23.1248,-596.802,4.67366,267.781,597.25
4.56188,-597.733,4.72002,270.438,597.75
17.9478,-614.988,4.74156,271.672,615.25
31.411,-590.165,4.76556,273.047,591
44.3822,-588.579,4.78765,274.312,590.25
56.2501,-587.564,4.80783,275.469,590.25
68.2839,-586.539,4.82829,276.641,590.5
81.9297,-585.294,4.85147,277.969,591
94.6783,-583.367,4.87328,279.219,591
108.063,-583.071,4.89564,280.5,593
122.229,-581.288,4.91964,281.875,594
135.481,-579.627,4.942,283.156,595.25
149.317,-578.026,4.96518,284.484,597
161.894,-576.448,4.98618,285.688,598.75
175.427,-577.179,5.00745,286.906,603.25
162.364,-480.035,5.03854,288.688,506.75
176.273,-451.833,5.08436,291.312,485
179.627,-426.735,5.11081,292.828,463
0,0,5.14572,294.828,0
290.394,-566.114,5.18635,297.156,636.25
315.228,-586.675,5.20544,298.25,666
321.581,-563.726,5.2308,299.703,649
335.529,-560.496,5.2518,300.906,653.25
352.427,-561.278,5.27307,302.125,662.75
369.338,-562.002,5.2938,303.312,672.5
385.339,-559.369,5.31561,304.562,679.25
425.211,-560.453,5.36143,307.188,703.5
452.874,-572.224,5.38188,308.359,729.75
457.037,-549.532,5.40615,309.75,714.75
475.834,-547.992,5.42742,310.969,725.75
498.718,-551.765,5.44733,312.109,743.75
527.398,-557.591,5.46997,313.406,767.5
779.721,-113.927,6.1381,351.688,788
781.23,-103.072,6.15201,352.484,788
775.115,-84.893,6.1741,353.75,779.75
773.987,-68.3573,6.1951,354.953,777
772.701,-48.9568,6.21991,356.375,774.25
767.777,-33.3162,6.23982,357.516,768.5
766.372,-14.0083,6.26491,358.953,766.5
X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
762.443,9.35704,0.0122718,0.703125,762.5
760.015,27.1628,0.0357247,2.04688,760.5
760.477,44.0153,0.057814,3.3125,761.75
758.522,61.3623,0.0807214,4.625,761
0,0,0.123536,7.07812,0
1897.33,242.422,0.127082,7.28125,1912.75
1855.17,278.808,0.149171,8.54688,1876
0,0,0.190895,10.9375,0
2735.18,588.399,0.211894,12.1406,2797.75
0,0,0.213257,12.2188,0
1720.12,420.413,0.23971,13.7344,1770.75
1701.49,454.917,0.261254,14.9688,1761.25
1689.07,492.819,0.283888,16.2656,1759.5
1684.54,532.65,0.30625,17.5469,1766.75
1689.01,575.912,0.328612,18.8281,1784.5
1703.62,621.647,0.349884,20.0469,1813.5
1804.3,703.92,0.371973,21.3125,1936.75
3496.04,1708.67,0.454603,26.0469,3891.25
1666.25,875.494,0.483783,27.7188,1882.25
1613.16,895.914,0.506963,29.0469,1845.25
519.698,356.552,0.60132,34.4531,630.25
508.647,365.331,0.622864,35.6875,626.25
484.174,366.094,0.647408,37.0938,607
469.29,372.246,0.670588,38.4219,599
459.191,381.905,0.693768,39.75,597.25
446.773,386.878,0.713675,40.8906,591
437.609,396.843,0.736583,42.2031,590.75
369.299,356.432,0.767672,43.9844,513.25
346.011,351.528,0.793306,45.4531,493.25
332.013,352.169,0.81485,46.6875,484
316.996,353.414,0.839666,48.1094,474.75
0,0,0.976293,55.9375,0
77.9213,120.203,0.995655,57.0469,143.25
0,0,0.998655,57.2188,0
72.3935,117.487,1.01856,58.3594,138
70.1601,119.704,1.04065,59.625,138.75
0,0,1.04338,59.7812,0
67.8306,121.899,1.06301,60.9062,139.5
0,0,1.06601,61.0781,0
61.7459,130.92,1.1301,64.75,144.75
61.6008,157.642,1.19828,68.6562,169.25
56.6026,154.988,1.22064,69.9375,165
52.7204,155.031,1.243,71.2188,163.75
49.3911,156.648,1.26536,72.5,164.25
45.5968,156.753,1.28772,73.7812,163.25
42.0803,157.733,1.31009,75.0625,163.25
0,0,1.31281,75.2188,0
38.3975,158.413,1.33299,76.375,163
0,0,1.33518,76.5,0
35.2198,160.941,1.35536,77.6562,164.75
31.128,158.981,1.37745,78.9219,162
27.3945,158.906,1.40008,80.2188,161.25
0,0,1.44753,82.9375,0
21.1675,188.062,1.45871,83.5781,189.25
0,0,1.46989,84.2188,0
16.4643,183.011,1.48107,84.8594,183.75
12.4858,185.079,1.50344,86.1406,185.5
8.44553,187.56,1.5258,87.4219,187.75
0,0,1.58198,90.6406,0
-4.25897,200.205,1.59207,91.2188,200.25
0,0,1.60461,91.9375,0
-8.81084,201.808,1.61443,92.5,202
-13.5519,205.053,1.63679,93.7812,205.5
-18.6188,210.177,1.65915,95.0625,211
0,0,1.6717,95.7812,0
0,0,1.69433,97.0781,0
-36.111,230.438,1.72624,98.9062,233.25
0,0,1.73906,99.6406,0
-43.2976,235.045,1.75296,100.438,239
0,0,1.76169,100.938,0
-55.6803,257.806,1.78351,102.188,263.75
-83.9447,309.57,1.83559,105.172,320.75
-640.318,1913.72,1.89368,108.5,2018
0,0,1.89614,108.641,0
-686.742,1911.11,1.91577,109.766,2030.75
-732.824,1905.97,1.93786,111.031,2042
-783.556,1904.89,1.96104,112.359,2059.75
-832.695,1907.96,1.98231,113.578,2081.75
-880.614,1900.66,2.00467,114.859,2094.75
-928.29,1891.49,2.02703,116.141,2107
-986.701,1901.77,2.0494,117.422,2142.5
-1407.14,2454.22,2.09139,119.828,2829
-1394.45,2306.49,2.11457,121.156,2695.25
-1588.59,2384.54,2.15848,123.672,2865.25
-1641.51,2348.42,2.18084,124.953,2865.25
-4147.41,4765.81,2.28692,131.031,6317.75
-4501.48,4728.07,2.33165,133.594,6528.25
-4649.96,4672.86,2.35374,134.859,6592.25
-4646.25,4467.3,2.37583,136.125,6445.5
-4855.7,4461.65,2.39846,137.422,6594.25
-5016.08,4411.12,2.42028,138.672,6679.75
-5171.87,4344.54,2.44291,139.969,6754.5
-5263.74,3672.9,2.53236,145.094,6418.5
-2300.68,974.365,2.74098,157.047,2498.5
-1095.08,419.681,2.77562,159.031,1172.75
-1103.72,394.922,2.79798,160.312,1172.25
-1146.42,383.937,2.81843,161.484,1209
-1224.77,382.136,2.83916,162.672,1283
-1218.78,348.044,2.86343,164.062,1267.5
-1193.76,312.554,2.88552,165.328,1234
-1174.25,278.192,2.90897,166.672,1206.75
-162.155,10.5842,3.07641,176.266,162.5
-208.226,10.6855,3.09032,177.062,208.5
-214.409,6.25873,3.11241,178.328,214.5
-520.291,14.7616,3.11323,178.375,520.5
-354.203,-14.4962,3.1825,182.344,354.5
-329.335,-24.5632,3.21604,184.266,330.25
0,0,3.22013,184.5,0
-323.926,-29.3184,3.23186,185.172,325.25
0,0,3.24249,185.781,0
-338.545,-53.5246,3.2984,188.984,342.75
-336.69,-60.0296,3.31803,190.109,342
-334.663,-67.9919,3.34203,191.484,341.5
-331.849,-77.3753,3.37066,193.125,340.75
-328.882,-85.2451,3.39521,194.531,339.75
-327.817,-92.067,3.41539,195.688,340.5
-326.29,-99.0751,3.43639,196.891,341
-323.978,-104.778,3.45439,197.922,340.5
-322.222,-113.116,3.4792,199.344,341.5
-320.919,-121.785,3.50429,200.781,343.25
-317.793,-128.395,3.52556,202,342.75
-315.153,-136.011,3.54901,203.344,343.25
-313.851,-143.857,3.57138,204.625,345.25
-312.686,-151.031,3.59156,205.781,347.25
-309.601,-159.454,3.61719,207.25,348.25
-306.48,-166.946,3.64037,208.578,349
-305.259,-173.256,3.65783,209.578,351
-303.075,-180.982,3.67991,210.844,353
-302.002,-188.024,3.69846,211.906,355.75
-298.262,-197.999,3.72764,213.578,358
-297.662,-206.013,3.747,214.688,362
-337.875,-300.241,3.86808,221.625,452
-277.546,-628.44,4.29651,246.172,687
-258.929,-626.069,4.32023,247.531,677.5
-241.102,-623.508,4.34341,248.859,668.5
-223.533,-618.867,4.36577,250.141,658
-207.143,-617.956,4.38895,251.469,651.75
-193.586,-618.67,4.40913,252.625,648.25
-176.075,-615.303,4.43368,254.031,640
-161.587,-613.062,4.45468,255.234,634
-144.508,-612.946,4.48086,256.734,629.75
-131.087,-608.541,4.50022,257.844,622.5
-115.248,-607.922,4.52503,259.266,618.75
-101.052,-605.881,4.54712,260.531,614.25
-85.8746,-602.663,4.57085,261.891,608.75
-73.5878,-602.019,4.59076,263.031,606.5
-58.7306,-599.631,4.61476,264.406,602.5
-44.4674,-598.35,4.63821,265.75,600
-32.1404,-597.636,4.65866,266.922,598.5
-16.2742,-596.528,4.68511,268.438,596.75
-4.51414,-612.733,4.70502,269.578,612.75
22.1195,-591.837,4.74975,272.141,592.25
35.5646,-589.428,4.77265,273.453,590.5
49.998,-588.129,4.7972,274.859,590.25
61.2412,-587.316,4.81629,275.953,590.5
74.1358,-585.324,4.83838,277.219,590
88.3466,-584.612,4.86237,278.594,591.25
100.242,-582.437,4.88283,279.766,591
114.576,-581.826,4.90683,281.141,593
127.987,-581.072,4.92919,282.422,595
141.58,-579.969,4.95182,283.719,597
154.836,-577.866,4.97418,285,598.25
166.689,-577.161,4.99355,286.109,600.75
181.085,-575.429,5.01727,287.469,603.25
198.645,-590.482,5.03691,288.594,623
177.064,-433.482,5.10018,292.219,468.25
182.767,-423.495,5.11981,293.344,461.25
0,0,5.17244,296.359,0
312.909,-564.872,5.21826,298.984,645.75
327.046,-561.152,5.24007,300.234,649.5
342.897,-563.349,5.25916,301.328,659.5
361.828,-561.52,5.2848,302.797,668
377.021,-559.29,5.30552,303.984,674.5
394.773,-558.273,5.32789,305.266,683.75
447.581,-551.798,5.39388,309.047,710.5
466.349,-551.183,5.41461,310.234,722
488.451,-554.227,5.43479,311.391,738.75
510.568,-554.151,5.45688,312.656,753.5
144.38,-90.2195,5.72468,328,170.25
0,0,6.13728,351.641,0
781.773,-96.8595,6.15992,352.938,787.75
773.609,-77.6893,6.1831,354.266,777.5
774.638,-60.5443,6.20519,355.531,777
772.338,-42.3817,6.22837,356.859,773.5
768.331,-25.3664,6.25018,358.109,768.75
765.971,-6.68859,6.27445,359.5,766
X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
762.908,11.8598,0.0155443,0.890625,763
760.18,29.4523,0.0387245,2.21875,760.75
757.322,46.5271,0.0613592,3.51562,758.75
776.609,64.1047,0.0823577,4.71875,779.25
0,0,0.128718,7.375,0
1903.96,249.604,0.130354,7.46875,1920.25
1867.77,289.041,0.153534,8.79688,1890
0,0,0.196077,11.2344,0
0,0,0.218439,12.5156,0
1773.83,398.326,0.220893,12.6562,1818
0,0,0.263163,15.0781,0
0,0,0.285797,16.375,0
305.269,112.242,0.352338,20.1875,325.25
368.286,139.301,0.36161,20.7188,393.75
366.439,147.47,0.382609,21.9219,395
351.126,151.082,0.406334,23.2812,382.25
342.075,156.682,0.429514,24.6094,376.25
331.798,163.737,0.458421,26.2656,370
326.714,168.269,0.475602,27.25,367.5
313.43,171.953,0.501782,28.75,357.5
308.958,180.857,0.529598,30.3438,358
307.127,186.369,0.545415,31.25,359.25
311.697,197.499,0.564777,32.3594,369
0,0,0.599956,34.375,0
503.397,364.064,0.626136,35.875,621.25
478.298,365.149,0.652044,37.3594,601.75
466.659,374.742,0.676587,38.7656,598.5
455.359,381.034,0.696768,39.9219,593.75
443.699,390.4,0.721584,41.3438,591
434.968,400.105,0.743673,42.6094,591
359.405,350.116,0.772308,44.25,501.75
344.894,351.925,0.795488,45.5781,492.75
325.348,349.848,0.821668,47.0781,477.75
309.036,350.455,0.84812,48.5938,467.25
0,0,0.958839,54.9375,0
81.6899,121.61,0.979293,56.1094,146.5
0,0,0.981474,56.2344,0
74.3695,116.246,1.00165,57.3906,138
71.7195,117.9,1.02429,58.6875,138
69.7831,120.791,1.04692,59.9844,139.5
63.4783,129.254,1.11428,63.8438,144
61.5549,132.665,1.13637,65.1094,146.25
60.0201,136.103,1.15546,66.2031,148.75
57.2142,139.741,1.18219,67.7344,151
60.7899,158.492,1.20455,69.0156,169.75
55.1659,154.178,1.22718,70.3125,163.75
51.6257,155.136,1.24955,71.5938,163.5
48.2912,156.729,1.27191,72.875,164
44.5699,157.048,1.29427,74.1562,163.25
37.4744,159.147,1.33954,76.75,163.5
33.7076,159.221,1.36217,78.0469,162.75
0,0,1.36272,78.0781,0
29.9537,158.952,1.38454,79.3281,161.75
23.0903,162.366,1.42953,81.9062,164
0,0,1.45271,83.2344,0
0,0,1.47507,84.5156,0
15.2076,183.621,1.48816,85.2656,184.25
11.2184,185.912,1.51053,86.5469,186.25
7.16283,188.864,1.53289,87.8281,189
0,0,1.58716,90.9375,0
-5.61677,199.921,1.59888,91.6094,200
0,0,1.60979,92.2344,0
-9.43067,203.281,1.61716,92.6562,203.5
-15.0602,205.699,1.64388,94.1875,206.25
0,0,1.65452,94.7969,0
-20.2376,210.781,1.66652,95.4844,211.75
0,0,1.67688,96.0781,0
-37.7035,229.929,1.73333,99.3125,233
0,0,1.76687,101.234,0
-52.6368,254.106,1.77505,101.703,259.5
-56.7548,258.339,1.78705,102.391,264.5
-84.1935,311.834,1.8345,105.109,323
0,0,1.90132,108.938,0
-652.964,1903.1,1.90132,108.938,2012
-706.927,1921.06,1.92341,110.203,2047
-757.787,1926.84,1.9455,111.469,2070.5
-796.683,1901.34,1.96758,112.734,2061.5
-855.481,1920.04,1.98995,114.016,2102
-896.473,1895.44,2.01258,115.312,2096.75
-948.884,1894.11,2.03522,116.609,2118.5
-1372.3,2477.3,2.07667,118.984,2832
-1437.6,2462.01,2.0993,120.281,2851
-1553.71,2408.3,2.14375,122.828,2866
-1604.65,2369.24,2.16612,124.109,2861.5
-3763.64,4871.8,2.22857,127.688,6156.25
-4417.06,4767.92,2.31801,132.812,6499.5
-4549.88,4696.15,2.34038,134.094,6538.75
-4646.63,4586.22,2.36274,135.375,6528.75
-4698.56,4434.5,2.3851,136.656,6460.75
-4921.09,4440.71,2.40746,137.938,6628.5
-5051.71,4357.65,2.42982,139.219,6671.5
-5277.71,4350.63,2.45219,140.5,6839.75
-5407.52,3696.99,2.54191,145.641,6550.5
-2299.76,1011.18,2.72735,156.266,2512.25
-1097.31,410.271,2.7838,159.5,1171.5
-1116.1,388.397,2.80671,160.812,1181.75
-1170.01,379.456,2.82798,162.031,1230
-1250.25,376.656,2.84897,163.234,1305.75
-1204.96,333.461,2.87161,164.531,1250.25
-1187.15,299.09,2.89479,165.859,1224.25
-1176.36,266.861,2.91852,167.219,1206.25
-176.086,15.3092,3.05487,175.031,176.75
-170.486,9.49477,3.08596,176.812,170.75
0,0,3.09059,177.078,0
-228.298,9.59409,3.09959,177.594,228.5
-335.969,-18.893,3.19777,183.219,336.5
-328.969,-26.07,3.22068,184.531,330
-314.367,-32.0872,3.24331,185.828,316
-339.354,-51.5677,3.2924,188.641,343.25
-337.895,-55.9751,3.30576,189.406,342.5
-335.274,-66.2141,3.33658,191.172,341.75
-332.963,-71.2471,3.35239,192.078,340.5
-330.914,-79.1581,3.37639,193.453,340.25
-328.943,-86.9862,3.40012,194.812,340.25
-326.662,-96.0829,3.42766,196.391,340.5
-325.396,-101.134,3.44293,197.266,340.75
-322.251,-109.977,3.47048,198.844,340.5
-320.639,-116.801,3.49093,200.016,341.25
-319.276,-124.66,3.51384,201.328,342.75
-317.728,-129.884,3.52965,202.234,343.25
-314.754,-138.801,3.55692,203.797,344
-312.304,-147.187,3.58201,205.234,345.25
-311.481,-153.499,3.59947,206.234,347.25
-308.506,-161.561,3.62401,207.641,348.25
-306.369,-170.259,3.64883,209.062,350.5
-305.25,-176.79,3.66655,210.078,352.75
-303.267,-183.573,3.68591,211.188,354.5
-301.198,-192.577,3.71046,212.594,357.5
-298.106,-200.483,3.73364,213.922,359.25
0,0,3.78627,216.938,0
-317.042,-534.553,4.17706,239.328,621.5
-297.238,-647.538,4.28205,245.344,712.5
-270.198,-627.009,4.30551,246.688,682.75
-250.285,-623.382,4.33059,248.125,671.75
-234.964,-625.313,4.35296,249.406,668
-216.444,-619.794,4.37641,250.75,656.5
-201.312,-620.143,4.3985,252.016,652
-183.564,-614.154,4.42195,253.359,641
-169.127,-614.397,4.44377,254.609,637.25
-153.596,-611.763,4.4664,255.906,630.75
-139.213,-610.581,4.48822,257.156,626.25
-122.728,-610.027,4.51385,258.625,622.25
-107.743,-605.235,4.53622,259.906,614.75
-94.751,-604.621,4.55694,261.094,612
-78.871,-601.602,4.58203,262.531,606.75
-66.1674,-601.119,4.60276,263.719,604.75
-52.35,-600.221,4.62539,265.016,602.5
-37.4324,-598.581,4.64993,266.422,599.75
-24.9567,-597.729,4.67066,267.609,598.25
-11.7449,-606.386,4.69302,268.891,606.5
1.48616,-606.498,4.71484,270.141,606.5
14.2579,-615.085,4.73557,271.328,615.25
28.3527,-590.32,4.76038,272.75,591
42.6164,-588.71,4.78465,274.141,590.25
56.0661,-587.33,4.80756,275.453,590
67.9352,-586.327,4.82774,276.609,590.25
79.7529,-584.837,4.84792,277.766,590.25
94.0021,-583.223,4.87219,279.156,590.75
108.403,-582.245,4.89646,280.547,592.25
121.119,-581.521,4.91773,281.766,594
133.537,-580.591,4.93846,282.953,595.75
148.275,-578.552,4.96328,284.375,597.25
159.759,-577.303,4.98237,285.469,599
174.531,-575.361,5.00691,286.875,601.25
162.495,-479.991,5.03882,288.703,506.75
179.142,-427.21,5.10945,292.75,463.25
0,0,5.15526,295.375,0
287.921,-567.376,5.18199,296.906,636.25
313.712,-586.92,5.20326,298.125,665.5
319.118,-565.124,5.22644,299.453,649
335.352,-560.893,5.25125,300.875,653.5
350.763,-562.025,5.27034,301.969,662.5
368.297,-562.086,5.29243,303.234,672
